assembly	accession	serotype	segment	host	db_xref
GCA_038261845.1	CY008421	H3N2	7	Homo sapiens	taxon:353468
GCA_038261845.1	CY008424	H3N2	8	human	taxon:353468
GCA_038161205.1	MH643907	H3N8	1	Equus sp.	taxon:11320
GCA_038161205.1	MH643911	H3N8	2	Equus sp.	taxon:11320
GCA_038161205.1	MH643908	H3N8	3	Equus sp.	taxon:11320
GCA_038161205.1	MH643910	H3N8	4	Equus sp.	taxon:11320
GCA_038161205.1	MH643906	H3N8	5	Equus sp.	taxon:11320
GCA_038161205.1	MH643909	H3N8	6	Equus sp.	taxon:11320
GCA_038161205.1	MH643913	H3N8	7	Equus sp.	taxon:11320
GCA_038161205.1	MH643912	H3N8	8	Equus sp.	taxon:11320
GCA_038199715.1	CY127677	H11N9	1	laughing gull	taxon:1261705
GCA_038199715.1	CY127676	H11N9	2	laughing gull	taxon:1261705
GCA_038199715.1	CY127675	H11N9	3	laughing gull	taxon:1261705
GCA_038199715.1	CY127670	H11N9	4	laughing gull	taxon:1261705
GCA_038199715.1	CY127673	H11N9	5	laughing gull	taxon:1261705
GCA_038199715.1	CY127672	H11N9	6	laughing gull	taxon:1261705
GCA_038199715.1	CY127671	H11N9	7	laughing gull	taxon:1261705
GCA_038199715.1	CY127674	H11N9	8	laughing gull	taxon:1261705
GCA_037921145.1	CY177669	H1N6	1	thick-billed murre	taxon:1445074
GCA_037921145.1	CY177668	H1N6	2	thick-billed murre	taxon:1445074
GCA_037921145.1	CY177667	H1N6	3	thick-billed murre	taxon:1445074
GCA_037921145.1	CY177662	H1N6	4	thick-billed murre	taxon:1445074
GCA_037921145.1	CY177665	H1N6	5	thick-billed murre	taxon:1445074
GCA_037921145.1	CY177664	H1N6	6	thick-billed murre	taxon:1445074
GCA_037921145.1	CY177663	H1N6	7	thick-billed murre	taxon:1445074
GCA_037921145.1	CY177666	H1N6	8	thick-billed murre	taxon:1445074
GCA_038192755.1	MF147828	H4N6	1	Anas platyrhynchos	taxon:2004337
GCA_038192755.1	MF147554	H4N6	2	Anas platyrhynchos	taxon:2004337
GCA_038192755.1	MF146593	H4N6	3	Anas platyrhynchos	taxon:2004337
GCA_038192755.1	MF147980	H4N6	4	Anas platyrhynchos	taxon:2004337
GCA_038192755.1	MF148125	H4N6	5	Anas platyrhynchos	taxon:2004337
GCA_038192755.1	MF147404	H4N6	6	Anas platyrhynchos	taxon:2004337
GCA_038192755.1	MF147483	H4N6	7	Anas platyrhynchos	taxon:2004337
GCA_038192755.1	MF146120	H4N6	8	Anas platyrhynchos	taxon:2004337
GCA_038196395.1	EU743599	H1N1	1	mallard	taxon:542895
GCA_038196395.1	EU743598	H1N1	2	mallard	taxon:542895
GCA_038196395.1	EU743597	H1N1	3	mallard	taxon:542895
GCA_038196395.1	EU743592	H1N1	4	mallard	taxon:542895
GCA_038196395.1	EU743595	H1N1	5	mallard	taxon:542895
GCA_038196395.1	EU743594	H1N1	6	mallard	taxon:542895
GCA_038196395.1	EU743593	H1N1	7	mallard	taxon:542895
GCA_038196395.1	EU743596	H1N1	8	mallard	taxon:542895
GCA_038164135.1	OK205744	H5N2	1	chicken	taxon:11320
GCA_038164135.1	OK205745	H5N2	2	chicken	taxon:11320
GCA_038164135.1	OK205746	H5N2	3	chicken	taxon:11320
GCA_038164135.1	OK205747	H5N2	4	chicken	taxon:11320
GCA_038164135.1	OK205748	H5N2	5	chicken	taxon:11320
GCA_038164135.1	OK205749	H5N2	6	chicken	taxon:11320
GCA_038164135.1	OK205750	H5N2	7	chicken	taxon:11320
GCA_038164135.1	OK205751	H5N2	8	chicken	taxon:11320
GCA_038186255.1	GQ257502	H2N3	1	mallard	taxon:652002
GCA_038186255.1	GQ257501	H2N3	2	mallard	taxon:652002
GCA_038186255.1	GQ257500	H2N3	3	mallard	taxon:652002
GCA_038186255.1	GQ257495	H2N3	4	mallard	taxon:652002
GCA_038186255.1	GQ257498	H2N3	5	mallard	taxon:652002
GCA_038186255.1	GQ257497	H2N3	6	mallard	taxon:652002
GCA_038186255.1	GQ257496	H2N3	7	mallard	taxon:652002
GCA_038186255.1	GQ257499	H2N3	8	mallard	taxon:652002
GCA_038186295.1	GU053474	H5N2	1	mallard	taxon:370209
GCA_038186295.1	GU053473	H5N2	2	mallard	taxon:370209
GCA_038186295.1	GU053472	H5N2	3	mallard	taxon:370209
GCA_038186295.1	GU053467	H5N2	4	mallard	taxon:370209
GCA_038186295.1	GU053470	H5N2	5	mallard	taxon:370209
GCA_038186295.1	GU053469	H5N2	6	mallard	taxon:370209
GCA_038186295.1	GU053468	H5N2	7	mallard	taxon:370209
GCA_038186295.1	GU053471	H5N2	8	mallard	taxon:370209
GCA_038272955.1	CY043911	H1N1	1	Shorebird	taxon:583004
GCA_038272955.1	CY043910	H1N1	2	Shorebird	taxon:583004
GCA_038272955.1	CY043909	H1N1	3	Shorebird	taxon:583004
GCA_038272955.1	CY043904	H1N1	4	Shorebird	taxon:583004
GCA_038272955.1	CY043907	H1N1	5	Shorebird	taxon:583004
GCA_038272955.1	CY043906	H1N1	6	Shorebird	taxon:583004
GCA_038272955.1	CY043905	H1N1	7	Shorebird	taxon:583004
GCA_038272955.1	CY043908	H1N1	8	Shorebird	taxon:583004
GCA_038192025.1	CY102671	H7N3	1	mallard; gender F; age hatch year	taxon:342189
GCA_038192025.1	CY102670	H7N3	2	mallard; gender F; age hatch year	taxon:342189
GCA_038192025.1	CY102669	H7N3	3	mallard; gender F; age hatch year	taxon:342189
GCA_038192025.1	CY102664	H7N3	4	mallard; gender F; age hatch year	taxon:342189
GCA_038192025.1	CY102667	H7N3	5	mallard; gender F; age hatch year	taxon:342189
GCA_038192025.1	CY102666	H7N3	6	mallard; gender F; age hatch year	taxon:342189
GCA_038192025.1	CY102665	H7N3	7	mallard; gender F; age hatch year	taxon:342189
GCA_038192025.1	CY102668	H7N3	8	mallard; gender F; age hatch year	taxon:342189
GCA_038260765.1	CY033208	H7N2	1	Chicken	taxon:490397
GCA_038260765.1	CY033207	H7N2	2	Chicken	taxon:490397
GCA_038260765.1	CY033206	H7N2	3	Chicken	taxon:490397
GCA_038260765.1	CY033201	H7N2	4	Chicken	taxon:490397
GCA_038260765.1	CY033204	H7N2	5	Chicken	taxon:490397
GCA_038260765.1	CY033203	H7N2	6	Chicken	taxon:490397
GCA_038260765.1	CY033202	H7N2	7	Chicken	taxon:490397
GCA_038260765.1	CY033205	H7N2	8	Chicken	taxon:490397
GCA_038272325.1	CY144682	H7N3	1	red knot	taxon:1323009
GCA_038272325.1	CY144681	H7N3	2	red knot	taxon:1323009
GCA_038272325.1	CY144680	H7N3	3	red knot	taxon:1323009
GCA_038272325.1	CY144675	H7N3	4	red knot	taxon:1323009
GCA_038272325.1	CY144678	H7N3	5	red knot	taxon:1323009
GCA_038272325.1	CY144677	H7N3	6	red knot	taxon:1323009
GCA_038272325.1	CY144676	H7N3	7	red knot	taxon:1323009
GCA_038272325.1	CY144679	H7N3	8	red knot	taxon:1323009
GCA_038268515.1	CY095607	H7N7	1	Shoveler	taxon:475543
GCA_038268515.1	CY095606	H7N7	2	Shoveler	taxon:475543
GCA_038268515.1	CY095605	H7N7	3	Shoveler	taxon:475543
GCA_038268515.1	CY095600	H7N7	4	Shoveler	taxon:475543
GCA_038268515.1	CY095603	H7N7	5	Shoveler	taxon:475543
GCA_038268515.1	CY095602	H7N7	6	Shoveler	taxon:475543
GCA_038268515.1	CY095601	H7N7	7	Shoveler	taxon:475543
GCA_038268515.1	CY095604	H7N7	8	Shoveler	taxon:475543
GCA_038165645.1	OK205792	H5N2	1	chicken	taxon:11320
GCA_038165645.1	OK205793	H5N2	2	chicken	taxon:11320
GCA_038165645.1	OK205794	H5N2	3	chicken	taxon:11320
GCA_038165645.1	OK205795	H5N2	4	chicken	taxon:11320
GCA_038165645.1	OK205796	H5N2	5	chicken	taxon:11320
GCA_038165645.1	OK205797	H5N2	6	chicken	taxon:11320
GCA_038165645.1	OK205798	H5N2	7	chicken	taxon:11320
GCA_038165645.1	OK205799	H5N2	8	chicken	taxon:11320
GCA_038165915.1	OK205512	H5N2	1	chicken	taxon:11320
GCA_038165915.1	OK205513	H5N2	2	chicken	taxon:11320
GCA_038165915.1	OK205514	H5N2	3	chicken	taxon:11320
GCA_038165915.1	OK205515	H5N2	4	chicken	taxon:11320
GCA_038165915.1	OK205516	H5N2	5	chicken	taxon:11320
GCA_038165915.1	OK205517	H5N2	6	chicken	taxon:11320
GCA_038165915.1	OK205518	H5N2	7	chicken	taxon:11320
GCA_038165915.1	OK205519	H5N2	8	chicken	taxon:11320
GCA_038167215.1	MN054219	H3N2	1	Homo sapiens	taxon:11320
GCA_038167215.1	MN054224	H3N2	2	Homo sapiens	taxon:11320
GCA_038167215.1	MN054222	H3N2	3	Homo sapiens	taxon:11320
GCA_038167215.1	MN054217	H3N2	4	Homo sapiens	taxon:11320
GCA_038167215.1	MN054218	H3N2	5	Homo sapiens	taxon:11320
GCA_038167215.1	MN054223	H3N2	6	Homo sapiens	taxon:11320
GCA_038167215.1	MN054221	H3N2	7	Homo sapiens	taxon:11320
GCA_038167215.1	MN054220	H3N2	8	Homo sapiens	taxon:11320
GCA_038262065.1	CY013270	H3N6	1	Pintail; gender M; age Hatch year	taxon:370224
GCA_038262065.1	CY013269	H3N6	2	Pintail; gender M; age Hatch year	taxon:370224
GCA_038262065.1	CY013268	H3N6	3	Pintail; gender M; age Hatch year	taxon:370224
GCA_038262065.1	CY013263	H3N6	4	Pintail; gender M; age Hatch year	taxon:370224
GCA_038262065.1	CY013266	H3N6	5	Pintail; gender M; age Hatch year	taxon:370224
GCA_038262065.1	CY013265	H3N6	6	Pintail; gender M; age Hatch year	taxon:370224
GCA_038262065.1	CY013264	H3N6	7	Pintail; gender M; age Hatch year	taxon:370224
GCA_038262065.1	CY013267	H3N6	8	Pintail; gender M; age Hatch year	taxon:370224
GCA_038257175.1	CY031778	H7N2	1	Chicken	taxon:490419
GCA_038257175.1	CY031777	H7N2	2	Chicken	taxon:490419
GCA_038257175.1	CY031776	H7N2	3	Chicken	taxon:490419
GCA_038257175.1	CY031771	H7N2	4	Chicken	taxon:490419
GCA_038257175.1	CY031774	H7N2	5	Chicken	taxon:490419
GCA_038257175.1	CY031773	H7N2	6	Chicken	taxon:490419
GCA_038257175.1	CY031772	H7N2	7	Chicken	taxon:490419
GCA_038257175.1	CY031775	H7N2	8	Chicken	taxon:490419
GCA_038261985.1	CY047551	H4N6	1	Redhead	taxon:568488
GCA_038261985.1	CY047550	H4N6	2	Redhead	taxon:568488
GCA_038261985.1	CY047549	H4N6	3	Redhead	taxon:568488
GCA_038261985.1	CY047544	H4N6	4	Redhead	taxon:568488
GCA_038261985.1	CY047547	H4N6	5	Redhead	taxon:568488
GCA_038261985.1	CY047546	H4N6	6	Redhead	taxon:568488
GCA_038261985.1	CY047545	H4N6	7	Redhead	taxon:568488
GCA_038261985.1	CY047548	H4N6	8	Redhead	taxon:568488
GCA_038179435.1	CY127637	H11N9	1	mallard; gender M; age hatch year	taxon:1261710
GCA_038179435.1	CY127636	H11N9	2	mallard; gender M; age hatch year	taxon:1261710
GCA_038179435.1	CY127635	H11N9	3	mallard; gender M; age hatch year	taxon:1261710
GCA_038179435.1	CY127630	H11N9	4	mallard; gender M; age hatch year	taxon:1261710
GCA_038179435.1	CY127633	H11N9	5	mallard; gender M; age hatch year	taxon:1261710
GCA_038179435.1	CY127632	H11N9	6	mallard; gender M; age hatch year	taxon:1261710
GCA_038179435.1	CY127631	H11N9	7	mallard; gender M; age hatch year	taxon:1261710
GCA_038179435.1	CY127634	H11N9	8	mallard; gender M; age hatch year	taxon:1261710
GCA_038260005.1	CY102934	H3N8	1	shorebird	taxon:1093455
GCA_038260005.1	CY102933	H3N8	2	shorebird	taxon:1093455
GCA_038260005.1	CY102932	H3N8	3	shorebird	taxon:1093455
GCA_038260005.1	CY102927	H3N8	4	shorebird	taxon:1093455
GCA_038260005.1	CY102930	H3N8	5	shorebird	taxon:1093455
GCA_038260005.1	CY102929	H3N8	6	shorebird	taxon:1093455
GCA_038260005.1	CY102928	H3N8	7	shorebird	taxon:1093455
GCA_038260005.1	CY102931	H3N8	8	shorebird	taxon:1093455
GCA_038259175.1	CY144602	H11N6	1	ruddy turnstone	taxon:1322529
GCA_038259175.1	CY144601	H11N6	2	ruddy turnstone	taxon:1322529
GCA_038259175.1	CY144600	H11N6	3	ruddy turnstone	taxon:1322529
GCA_038259175.1	CY144595	H11N6	4	ruddy turnstone	taxon:1322529
GCA_038259175.1	CY144598	H11N6	5	ruddy turnstone	taxon:1322529
GCA_038259175.1	CY144597	H11N6	6	ruddy turnstone	taxon:1322529
GCA_038259175.1	CY144596	H11N6	7	ruddy turnstone	taxon:1322529
GCA_038259175.1	CY144599	H11N6	8	ruddy turnstone	taxon:1322529
GCA_038259385.1	CY158616	H3N2	1	swine; age 12W	taxon:1261853
GCA_038259385.1	CY158615	H3N2	2	swine; age 12W	taxon:1261853
GCA_038259385.1	CY158614	H3N2	3	swine; age 12W	taxon:1261853
GCA_038259385.1	CY158609	H3N2	4	swine; age 12W	taxon:1261853
GCA_038259385.1	CY158612	H3N2	5	swine; age 12W	taxon:1261853
GCA_038259385.1	CY158611	H3N2	6	swine; age 12W	taxon:1261853
GCA_038259385.1	CY158610	H3N2	7	swine; age 12W	taxon:1261853
GCA_038259385.1	CY158613	H3N2	8	swine; age 12W	taxon:1261853
GCA_038259705.1	CY102880	H3N6	1	shorebird	taxon:1093376
GCA_038259705.1	CY102879	H3N6	2	shorebird	taxon:1093376
GCA_038259705.1	CY102878	H3N6	3	shorebird	taxon:1093376
GCA_038259705.1	CY102873	H3N6	4	shorebird	taxon:1093376
GCA_038259705.1	CY102876	H3N6	5	shorebird	taxon:1093376
GCA_038259705.1	CY102875	H3N6	6	shorebird	taxon:1093376
GCA_038259705.1	CY102874	H3N6	7	shorebird	taxon:1093376
GCA_038259705.1	CY102877	H3N6	8	shorebird	taxon:1093376
GCA_038169965.1	CY114300	H3N2	1	human	taxon:1086845
GCA_038169965.1	CY114299	H3N2	2	human	taxon:1086845
GCA_038169965.1	CY114298	H3N2	3	human	taxon:1086845
GCA_038169965.1	CY114293	H3N2	4	human	taxon:1086845
GCA_038169965.1	CY114296	H3N2	5	human	taxon:1086845
GCA_038169965.1	CY114295	H3N2	6	human	taxon:1086845
GCA_038169965.1	CY114294	H3N2	7	human	taxon:1086845
GCA_038169965.1	CY114297	H3N2	8	human	taxon:1086845
GCA_038258535.1	KM438166	H3N2	1	Homo sapiens	taxon:1541153
GCA_038258535.1	KM438154	H3N2	2	Homo sapiens	taxon:1541153
GCA_038258535.1	KM438142	H3N2	3	Homo sapiens	taxon:1541153
GCA_038258535.1	KM438082	H3N2	4	Homo sapiens	taxon:1541153
GCA_038258535.1	KM438130	H3N2	5	Homo sapiens	taxon:1541153
GCA_038258535.1	KM438106	H3N2	6	Homo sapiens	taxon:1541153
GCA_038258535.1	KM438094	H3N2	7	Homo sapiens	taxon:1541153
GCA_038258535.1	KM438118	H3N2	8	Homo sapiens	taxon:1541153
GCA_038173935.1	CY118545	H3N2	1	human	taxon:1054677
GCA_038173935.1	CY118544	H3N2	2	human	taxon:1054677
GCA_038173935.1	CY118543	H3N2	3	human	taxon:1054677
GCA_038173935.1	CY118538	H3N2	4	human	taxon:1054677
GCA_038173935.1	CY118541	H3N2	5	human	taxon:1054677
GCA_038173935.1	CY118540	H3N2	6	human	taxon:1054677
GCA_038173935.1	CY118539	H3N2	7	human	taxon:1054677
GCA_038173935.1	CY118542	H3N2	8	human	taxon:1054677
GCA_038172825.1	CY118489	H3N2	1	human	taxon:1054668
GCA_038172825.1	CY118488	H3N2	2	human	taxon:1054668
GCA_038172825.1	CY118487	H3N2	3	human	taxon:1054668
GCA_038172825.1	CY118482	H3N2	4	human	taxon:1054668
GCA_038172825.1	CY118485	H3N2	5	human	taxon:1054668
GCA_038172825.1	CY118484	H3N2	6	human	taxon:1054668
GCA_038172825.1	CY118483	H3N2	7	human	taxon:1054668
GCA_038172825.1	CY118486	H3N2	8	human	taxon:1054668
GCA_038250575.1	CY023437	H9N2	1	silky chicken	taxon:456750
GCA_038250575.1	CY023438	H9N2	2	silky chicken	taxon:456750
GCA_038250575.1	CY023439	H9N2	3	silky chicken	taxon:456750
GCA_038250575.1	CY023440	H9N2	4	silky chicken	taxon:456750
GCA_038250575.1	CY023441	H9N2	5	silky chicken	taxon:456750
GCA_038250575.1	CY023442	H9N2	6	silky chicken	taxon:456750
GCA_038250575.1	CY023443	H9N2	7	silky chicken	taxon:456750
GCA_038250575.1	CY023444	H9N2	8	silky chicken	taxon:456750
GCA_038172485.1	MN267495	H9N2	1	Guinea Fowl	taxon:11320
GCA_038172485.1	MN267496	H9N2	2	Guinea Fowl	taxon:11320
GCA_038172485.1	MN267497	H9N2	3	Guinea Fowl	taxon:11320
GCA_038172485.1	MN267502	H9N2	4	Guinea Fowl	taxon:11320
GCA_038172485.1	MN267499	H9N2	5	Guinea Fowl	taxon:11320
GCA_038172485.1	MN267500	H9N2	6	Guinea Fowl	taxon:11320
GCA_038172485.1	MN267501	H9N2	7	Guinea Fowl	taxon:11320
GCA_038172485.1	MN267498	H9N2	8	Guinea Fowl	taxon:11320
GCA_038245105.1	CY016610	H3N2	1	Human	taxon:400292
GCA_038245105.1	CY016609	H3N2	2	Human	taxon:400292
GCA_038245105.1	CY016608	H3N2	3	Human	taxon:400292
GCA_038245105.1	CY016603	H3N2	4	Human	taxon:400292
GCA_038245105.1	CY016606	H3N2	5	Human	taxon:400292
GCA_038245105.1	CY016605	H3N2	6	Human	taxon:400292
GCA_038245105.1	CY016604	H3N2	7	Human	taxon:400292
GCA_038245105.1	CY016607	H3N2	8	Human	taxon:400292
GCA_038250535.1	CY024533	H9N2	1	pheasant	taxon:456688
GCA_038250535.1	CY024534	H9N2	2	pheasant	taxon:456688
GCA_038250535.1	CY024535	H9N2	3	pheasant	taxon:456688
GCA_038250535.1	CY024536	H9N2	4	pheasant	taxon:456688
GCA_038250535.1	CY024537	H9N2	5	pheasant	taxon:456688
GCA_038250535.1	CY024538	H9N2	6	pheasant	taxon:456688
GCA_038250535.1	CY024539	H9N2	7	pheasant	taxon:456688
GCA_038250535.1	CY024540	H9N2	8	pheasant	taxon:456688
GCA_038172165.1	EU871891	H4N6	1	mallard	taxon:545411
GCA_038172165.1	EU871890	H4N6	2	mallard	taxon:545411
GCA_038172165.1	EU871889	H4N6	3	mallard	taxon:545411
GCA_038172165.1	EU871884	H4N6	4	mallard	taxon:545411
GCA_038172165.1	EU871887	H4N6	5	mallard	taxon:545411
GCA_038172165.1	EU871886	H4N6	6	mallard	taxon:545411
GCA_038172165.1	EU871885	H4N6	7	mallard	taxon:545411
GCA_038172165.1	EU871888	H4N6	8	mallard	taxon:545411
GCA_038238055.1	CY144875	H10N7	1	sanderling	taxon:1322482
GCA_038238055.1	CY144874	H10N7	2	sanderling	taxon:1322482
GCA_038238055.1	CY144873	H10N7	3	sanderling	taxon:1322482
GCA_038238055.1	CY144868	H10N7	4	sanderling	taxon:1322482
GCA_038238055.1	CY144871	H10N7	5	sanderling	taxon:1322482
GCA_038238055.1	CY144870	H10N7	6	sanderling	taxon:1322482
GCA_038238055.1	CY144869	H10N7	7	sanderling	taxon:1322482
GCA_038238055.1	CY144872	H10N7	8	sanderling	taxon:1322482
GCA_038225085.1	CY029896	H4N8	1	Red-necked Stint	taxon:447185
GCA_038225085.1	CY029895	H4N8	2	Red-necked Stint	taxon:447185
GCA_038225085.1	CY029894	H4N8	3	Red-necked Stint	taxon:447185
GCA_038225085.1	CY029889	H4N8	4	Red-necked Stint	taxon:447185
GCA_038225085.1	CY029892	H4N8	5	Red-necked Stint	taxon:447185
GCA_038225085.1	CY029891	H4N8	6	Red-necked Stint	taxon:447185
GCA_038225085.1	CY029890	H4N8	7	Red-necked Stint	taxon:447185
GCA_038225085.1	CY029893	H4N8	8	Red-necked Stint	taxon:447185
GCA_038225235.1	CY029256	H5N1	1	silky chicken	taxon:496803
GCA_038225235.1	CY029257	H5N1	2	silky chicken	taxon:496803
GCA_038225235.1	CY029258	H5N1	3	silky chicken	taxon:496803
GCA_038225235.1	CY028961	H5N1	4	silky chicken	taxon:496803
GCA_038225235.1	CY029259	H5N1	5	silky chicken	taxon:496803
GCA_038225235.1	CY029260	H5N1	6	silky chicken	taxon:496803
GCA_038225235.1	CY029261	H5N1	7	silky chicken	taxon:496803
GCA_038225235.1	CY029262	H5N1	8	silky chicken	taxon:496803
GCA_038227245.1	CY024229	H9N2	1	partridge	taxon:456653
GCA_038227245.1	CY024230	H9N2	2	partridge	taxon:456653
GCA_038227245.1	CY024231	H9N2	3	partridge	taxon:456653
GCA_038227245.1	CY024232	H9N2	4	partridge	taxon:456653
GCA_038227245.1	CY024233	H9N2	5	partridge	taxon:456653
GCA_038227245.1	CY024234	H9N2	6	partridge	taxon:456653
GCA_038227245.1	CY024235	H9N2	7	partridge	taxon:456653
GCA_038227245.1	CY024236	H9N2	8	partridge	taxon:456653
GCA_038227915.1	EF675005	H3N2	1	Homo sapiens	taxon:444684
GCA_038227915.1	EF674975	H3N2	2	Homo sapiens	taxon:444684
GCA_038227915.1	EF674961	H3N2	3	Homo sapiens	taxon:444684
GCA_038227915.1	EF674897	H3N2	4	Homo sapiens	taxon:444684
GCA_038227915.1	EF675035	H3N2	5	Homo sapiens	taxon:444684
GCA_038227915.1	EF674862	H3N2	6	Homo sapiens	taxon:444684
GCA_038227915.1	EF674936	H3N2	7	Homo sapiens	taxon:444684
GCA_038227915.1	EF675064	H3N2	8	Homo sapiens	taxon:444684
GCA_038228185.1	GU052440	H5N1	1	pigeon	taxon:680921
GCA_038228185.1	GU052439	H5N1	2	pigeon	taxon:680921
GCA_038228185.1	GU052438	H5N1	3	pigeon	taxon:680921
GCA_038228185.1	GU052433	H5N1	4	pigeon	taxon:680921
GCA_038228185.1	GU052436	H5N1	5	pigeon	taxon:680921
GCA_038228185.1	GU052435	H5N1	6	pigeon	taxon:680921
GCA_038228185.1	GU052434	H5N1	7	pigeon	taxon:680921
GCA_038228185.1	GU052437	H5N1	8	pigeon	taxon:680921
GCA_038168515.1	CY136927	H10N2	1	laughing gull	taxon:1283352
GCA_038168515.1	CY136926	H10N2	2	laughing gull	taxon:1283352
GCA_038168515.1	CY136925	H10N2	3	laughing gull	taxon:1283352
GCA_038168515.1	CY136920	H10N2	4	laughing gull	taxon:1283352
GCA_038168515.1	CY136923	H10N2	5	laughing gull	taxon:1283352
GCA_038168515.1	CY136922	H10N2	6	laughing gull	taxon:1283352
GCA_038168515.1	CY136921	H10N2	7	laughing gull	taxon:1283352
GCA_038168515.1	CY136924	H10N2	8	laughing gull	taxon:1283352
GCA_038219345.1	CY088099	H3N2	1	human; gender F; age 48Y	taxon:1000815
GCA_038219345.1	CY088100	H3N2	2	human; gender F; age 48Y	taxon:1000815
GCA_038219345.1	CY088101	H3N2	3	human; gender F; age 48Y	taxon:1000815
GCA_038219345.1	CY088102	H3N2	4	human; gender F; age 48Y	taxon:1000815
GCA_038219345.1	CY088103	H3N2	5	human; gender F; age 48Y	taxon:1000815
GCA_038219345.1	CY088104	H3N2	6	human; gender F; age 48Y	taxon:1000815
GCA_038219345.1	CY088105	H3N2	7	human; gender F; age 48Y	taxon:1000815
GCA_038219345.1	CY088106	H3N2	8	human; gender F; age 48Y	taxon:1000815
GCA_038250695.1	HM172442	H5N1	1	chicken	taxon:762403
GCA_038250695.1	HM172395	H5N1	2	chicken	taxon:762403
GCA_038250695.1	HM172350	H5N1	3	chicken	taxon:762403
GCA_038250695.1	HM172094	H5N1	4	chicken	taxon:762403
GCA_038250695.1	HM172251	H5N1	5	chicken	taxon:762403
GCA_038250695.1	HM172184	H5N1	6	chicken	taxon:762403
GCA_038250695.1	HM172138	H5N1	7	chicken	taxon:762403
GCA_038250695.1	HM172301	H5N1	8	chicken	taxon:762403
GCA_038208895.1	KC900261	H1N2	1	swine	taxon:1322231
GCA_038208895.1	KC900262	H1N2	2	swine	taxon:1322231
GCA_038208895.1	KC900263	H1N2	3	swine	taxon:1322231
GCA_038208895.1	KC900264	H1N2	4	swine	taxon:1322231
GCA_038208895.1	KC900265	H1N2	5	swine	taxon:1322231
GCA_038208895.1	KC900266	H1N2	6	swine	taxon:1322231
GCA_038208895.1	KC900267	H1N2	7	swine	taxon:1322231
GCA_038208895.1	KC900268	H1N2	8	swine	taxon:1322231
GCA_038213075.1	CY144514	H5N2	1	ruddy turnstone	taxon:1322901
GCA_038213075.1	CY144513	H5N2	2	ruddy turnstone	taxon:1322901
GCA_038213075.1	CY144512	H5N2	3	ruddy turnstone	taxon:1322901
GCA_038213075.1	CY144507	H5N2	4	ruddy turnstone	taxon:1322901
GCA_038213075.1	CY144510	H5N2	5	ruddy turnstone	taxon:1322901
GCA_038213075.1	CY144509	H5N2	6	ruddy turnstone	taxon:1322901
GCA_038213075.1	CY144508	H5N2	7	ruddy turnstone	taxon:1322901
GCA_038213075.1	CY144511	H5N2	8	ruddy turnstone	taxon:1322901
GCA_038216915.1	CY017940	H3N2	1	Human	taxon:411191
GCA_038216915.1	CY017939	H3N2	2	Human	taxon:411191
GCA_038216915.1	CY017938	H3N2	3	Human	taxon:411191
GCA_038216915.1	CY017933	H3N2	4	Human	taxon:411191
GCA_038216915.1	CY017936	H3N2	5	Human	taxon:411191
GCA_038216915.1	CY017935	H3N2	6	Human	taxon:411191
GCA_038216915.1	CY017934	H3N2	7	Human	taxon:411191
GCA_038216915.1	CY017937	H3N2	8	Human	taxon:411191
GCA_038218165.1	CY091500	H3N2	1	human; gender M; age 26Y	taxon:1004679
GCA_038218165.1	CY091499	H3N2	2	human; gender M; age 26Y	taxon:1004679
GCA_038218165.1	CY091498	H3N2	3	human; gender M; age 26Y	taxon:1004679
GCA_038218165.1	CY091493	H3N2	4	human; gender M; age 26Y	taxon:1004679
GCA_038218165.1	CY091496	H3N2	5	human; gender M; age 26Y	taxon:1004679
GCA_038218165.1	CY091495	H3N2	6	human; gender M; age 26Y	taxon:1004679
GCA_038218165.1	CY091494	H3N2	7	human; gender M; age 26Y	taxon:1004679
GCA_038218165.1	CY091497	H3N2	8	human; gender M; age 26Y	taxon:1004679
GCA_038166655.1	CY118433	H3N2	1	human	taxon:1054657
GCA_038166655.1	CY118432	H3N2	2	human	taxon:1054657
GCA_038166655.1	CY118431	H3N2	3	human	taxon:1054657
GCA_038166655.1	CY118426	H3N2	4	human	taxon:1054657
GCA_038166655.1	CY118429	H3N2	5	human	taxon:1054657
GCA_038166655.1	CY118428	H3N2	6	human	taxon:1054657
GCA_038166655.1	CY118427	H3N2	7	human	taxon:1054657
GCA_038166655.1	CY118430	H3N2	8	human	taxon:1054657
GCA_038250195.1	CY023493	H9N2	1	chicken	taxon:456756
GCA_038250195.1	CY023494	H9N2	2	chicken	taxon:456756
GCA_038250195.1	CY023495	H9N2	3	chicken	taxon:456756
GCA_038250195.1	CY023496	H9N2	4	chicken	taxon:456756
GCA_038250195.1	CY023497	H9N2	5	chicken	taxon:456756
GCA_038250195.1	CY023498	H9N2	6	chicken	taxon:456756
GCA_038250195.1	CY023499	H9N2	7	chicken	taxon:456756
GCA_038250195.1	CY023500	H9N2	8	chicken	taxon:456756
GCA_038204025.1	CY102719	H3N6	1	redhead duck; gender F; age hatch year	taxon:1093370
GCA_038204025.1	CY102718	H3N6	2	redhead duck; gender F; age hatch year	taxon:1093370
GCA_038204025.1	CY102717	H3N6	3	redhead duck; gender F; age hatch year	taxon:1093370
GCA_038204025.1	CY102712	H3N6	4	redhead duck; gender F; age hatch year	taxon:1093370
